Scenarios,sensitivity,specificity,rapid test coverage,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),"Proportion of cases treated with CIP, TET, or CRO (average incidence after epidemic warm-up)",Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
Status quo (no rapid test),0.0,1.0,0.0,44,1509200690,4.609416246414185,0.06055137635816122,0.943651407189732,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,45,236539590,4.796921730041504,0.08107148940134704,0.9457229033469743,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,46,1265300326,5.1250457763671875,0.060019527340236765,0.9519660828242786,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,47,1493969396,4.875051975250244,0.06674131176133981,0.9639738099070392,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,48,1490049239,4.828169584274292,0.07849034222882623,0.8862815901538934,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,49,1031018765,4.937547922134399,0.10308022119570731,0.8228977296706976,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,50,1011506854,4.875044822692871,0.11578295751492043,0.7808564089522999,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,51,1712498177,5.1719279289245605,0.0879138673257363,0.8575245564940284,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,52,1640771411,5.187547922134399,0.07741721104626098,0.9612790057480933,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,53,1226839433,5.093798398971558,0.2853334511271152,0.5524035250338885,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,54,322196933,4.750045299530029,0.06503655612036778,0.8960299077703909,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,55,1299191502,4.656294345855713,0.0735643966593091,0.9757445124254833,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,56,2130447669,4.906296730041504,0.21104571277800588,0.632543843738388,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,57,30578059,4.734426975250244,0.14262189821897817,0.7577914311551893,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,58,1373593898,4.73442006111145,0.07423909947606462,0.866539908043056,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,59,289568835,4.906303644180298,0.11258551547993027,0.7915428728529805,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,60,1041880507,4.984422445297241,0.05899447179776573,0.9593221592169832,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,61,1776145500,4.921926259994507,0.11160310322369132,0.7210347039023134,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,62,313735750,4.984422206878662,0.08883747209307051,0.8428398903782814,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,63,424076738,4.656295537948608,0.06470055120513513,0.9234491527155823,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,64,706973201,5.187549591064453,0.12146624774572799,0.7194175614136347,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,65,391356322,4.7513604164123535,0.11290171840312495,0.7779411006562179,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,66,1592087331,5.188864469528198,0.06981865860047815,0.9140945257862445,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,67,1527510874,5.125048637390137,0.26314737826391693,0.5918969887127922,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,68,441846862,5.063863277435303,0.06891383725378954,0.8787739561416658,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,69,1181023661,4.765670299530029,0.07208880577136796,0.9495902919251624,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,70,392437986,4.875046253204346,0.0648126720886101,0.9127417979908117,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,71,442463148,4.923237085342407,0.06659706809299787,0.8782518997374676,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,72,1235262303,4.970112085342407,0.08919526064662961,0.8255724071720998,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,73,2089075418,5.29693078994751,0.06504737716679446,0.9256005141550208,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,74,1181940678,5.235740423202515,0.09714097862247817,0.8066198904577443,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,75,18479805,5.0469231605529785,0.05948898406237065,0.9940079822313301,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,76,36293875,5.2201149463653564,0.06500585629601732,0.8435919693100175,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,77,1646873834,5.421927213668823,0.05943896608614497,0.9720429530430931,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,78,1756250673,4.671919584274292,0.07564594757495648,0.9991068676731687,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,79,2127537053,5.345123291015625,0.2808871152674668,0.5914960158836852,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,80,1527938215,4.954485893249512,0.06108735918837395,0.9276949794542487,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,81,1987036835,4.859421730041504,0.18374075220223943,0.6553784538335228,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,82,742635166,5.1107378005981445,0.3116255124641025,0.4949665351738553,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,83,428387606,4.937546968460083,0.05937285890256963,0.968800692178464,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,84,1057701318,4.876361608505249,0.07574013160793734,0.8961691436226764,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,85,620684410,4.7969207763671875,0.09389253005647914,0.8663758055427112,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,86,169862576,5.079488515853882,0.06285483432640904,0.9253098273864913,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,87,636653741,5.203175067901611,0.09477335411223248,0.8885006574044942,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,88,1037358284,5.18886399269104,0.06909874375521491,0.9111600875855751,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,89,1365877958,4.65629506111145,0.07439372005665038,0.9252772043663542,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,90,1847268245,4.845110177993774,0.21601163395850848,0.6510563786718313,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,91,1787134341,5.281301736831665,0.13141140883617392,0.7528724013299939,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,92,518286560,4.891986846923828,0.1016906355558697,0.8675135003868332,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,93,647752748,5.015673875808716,0.17359521634463543,0.6454200126231171,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,94,2044735716,5.157613515853882,0.10265728527442955,0.7799871726348989,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,95,1417899697,5.140678882598877,0.06010321296449107,0.9101832964973103,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,96,96328185,4.92323637008667,0.09189150674697938,0.8697550489324538,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,97,846962187,4.968798398971558,0.06489742462183896,0.8713877033884699,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,98,971748365,4.8919854164123535,0.14628002630935724,0.7588599704350539,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,99,993246198,5.000049114227295,0.0556438805114893,0.9322263553186112,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,100,1709232599,4.782609224319458,0.13067960729202985,0.8045070336841789,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,101,1145660267,5.062548875808716,0.06722300823352638,0.9480476816712247,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,102,2080398871,5.079487085342407,0.10379425320040524,0.8343592160300497,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,103,921555830,4.687544822692871,0.0979429730113261,0.8712789847681112,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,104,1696311714,5.001360893249512,0.19200294705078375,0.6774541642166314,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,105,1847092057,5.031302452087402,0.05887105959040212,0.9536209038640228,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,106,1449189605,5.016986131668091,0.14789694746347976,0.7098191772524417,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,107,1195091225,4.937554836273193,0.12699596528704413,0.732767285429606,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,108,1483988216,5.095113515853882,0.06785285005076978,0.9082747351574817,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,109,45140219,5.078174591064453,0.14655936785026877,0.7266259677962684,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,110,1251823149,5.016987085342407,0.05458938718590509,0.9660567756277371,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,111,501616922,5.218799591064453,0.05713333627817788,0.9588963566723875,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,112,618662601,4.798234939575195,0.0603619971743881,0.9976453572811022,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,113,1318768269,4.890671730041504,0.06269650480152963,0.920204486563161,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,114,539278167,4.813860177993774,0.06471042746590422,0.9897479031295721,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,115,1546661699,4.906304121017456,0.19384955572833737,0.6653406025192814,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,116,869525086,5.063862323760986,0.29577993146329457,0.4893178786925879,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,117,1127389417,4.781301021575928,0.06476024617990038,0.9395716742166915,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,118,208660370,4.89198637008667,0.07572732168738441,0.8708222108159948,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,119,1945037326,5.062548875808716,0.08789153235459216,0.8801472312266602,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,120,420514926,5.876368761062622,0.12611381217055528,0.7508596451803555,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,121,1988717831,4.671919107437134,0.16393964257690125,0.7103472964705599,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,122,1265045594,5.360740661621094,0.09871165516396677,0.8231976152025646,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,123,557528785,4.8281707763671875,0.12884893652502682,0.7699167510570041,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,124,61738016,5.579493284225464,0.07075390802214504,0.9012741622252333,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,125,1304696688,5.04692268371582,0.06475970483018399,0.9312598819736408,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,126,1196383116,5.626367092132568,0.19147728767577113,0.6785547452676891,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,127,2119065329,4.56254506111145,0.12237390977948019,0.7719975468240345,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,128,11993418,3.343780994415283,0.14323386544615802,0.6990165532033231,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,129,1598551130,2.908780097961426,0.12439254899146562,0.7826488551022173,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,130,899771096,3.468782901763916,0.16790659135010635,0.6958261545075395,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,131,1505973153,2.7212774753570557,0.15910762289318314,0.737635494103024,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,132,491601191,3.328155994415283,0.07672610888145451,0.8972350669294283,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,133,1928384915,2.6744024753570557,0.0655066439577905,0.9066175847705616,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,134,1799331687,3.453157901763916,0.2843266164498729,0.5234874438025237,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,135,15524053,2.6275312900543213,0.05895085376813917,0.9150147332396193,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,136,751489193,3.1406548023223877,0.11180328773440426,0.8031212117851824,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,137,156987350,2.736903667449951,0.12880755554092727,0.7672562384855621,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,138,627893408,3.015653371810913,0.07744381968414023,0.8606263946627997,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,139,1207594076,2.5962774753570557,0.21998321222719647,0.6126952022879522,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,140,1408238763,3.031278610229492,0.065797700114777,0.9541865249197301,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,141,856879794,2.7994110584259033,0.06475403953295533,0.9139473648016307,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,142,1813805924,3.1250293254852295,0.07413793440833588,0.885885224011638,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,143,368909202,2.9087815284729004,0.10298355316191796,0.7801348318527643,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,144,1497107255,3.1094038486480713,0.09369835210402018,0.8260530351862231,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,145,1859839831,2.565032482147217,0.06849225836191698,0.8691970234742488,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,146,888645632,3.1875295639038086,0.18096006056979289,0.670552887799234,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,147,87373479,2.815030813217163,0.18806618576253803,0.6354987007030248,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,148,569170968,3.0469017028808594,0.06632028053815978,0.8861469058242198,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,149,1724266722,2.611907958984375,0.09102743979009492,0.8861295466538391,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,150,605342979,3.0156524181365967,0.11976228773558097,0.725676593401279,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,151,1613654456,2.799405097961426,0.06853089434008891,0.9256835282767856,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,152,1460959226,3.2525320053100586,0.05884261557754292,0.9410928213783833,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,153,1679190915,2.9062790870666504,0.09225285444306211,0.8626089441591509,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,154,1341721941,3.078153610229492,0.06364800569208737,0.9457028170147648,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,155,192331256,2.7681548595428467,0.0711561696324046,0.9431620987726593,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,156,1228175278,2.9687769412994385,0.06493161509807412,0.9485589675384405,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,157,28791503,2.5806565284729004,0.16397131150563157,0.6064520464061534,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,158,1457430367,3.252532720565796,0.09169203045928494,0.8938248749511452,24.0,0.0
Status quo (no rapid test),0.0,1.0,0.0,159,2132410421,2.5625245571136475,0.12050224615156392,0.8272101688761008,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,0,1086712531,7.345118522644043,0.07411251857734082,0.9983494686042549,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,1,1984980876,7.4844465255737305,0.07514157196281611,0.9996179633925902,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,2,1953654075,7.766998529434204,0.06994153380453723,0.9642642849696824,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,3,261253038,7.984452247619629,0.14924658943283986,0.7388131057475875,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,4,540090028,7.626372575759888,0.08816455254758138,0.9285779135883615,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,5,869095512,7.796954393386841,0.06280887234660033,0.9794419444800796,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,6,2028400409,7.516996622085571,0.0710737684998228,0.9964881543032061,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,7,769024199,7.79695987701416,0.08017355398804929,0.9187136021781115,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,8,745834900,7.766998767852783,0.07562913734337003,0.9290167479411926,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,9,1062619740,8.01570439338684,0.06890085268000946,0.9429933445274691,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,10,1859915496,8.017001867294312,0.06981694134715194,0.9902777497172854,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,11,1375364205,8.000076532363892,0.05940832941127042,0.9961489858056545,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,12,1663365764,8.048252582550049,0.08425989701581252,0.8564265238768377,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,13,1069973281,7.812574625015259,0.06759409992699639,0.9763872740298788,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,14,2032764502,7.282619953155518,0.06721387252048068,0.9984895498487043,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,15,1738183207,7.484446287155151,0.056060490658361634,0.9996596716390317,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,16,1708487345,8.204504013061523,0.07268312818041874,0.9717884414833623,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,17,2050502706,7.515699625015259,0.06239950825892205,0.9558400116939875,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,18,33973174,7.876375913619995,0.10385353320579853,0.766471712161402,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,19,434685913,7.171943426132202,0.057538514753743115,0.9994663680734788,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,20,1812608689,7.376371145248413,0.05992453092439295,0.9631679020433137,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,21,2084052603,7.2813193798065186,0.06492290807965972,0.9797783515138656,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,22,599999703,7.7357494831085205,0.08572298067956556,0.9434069905022002,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,23,1398208754,8.046952962875366,0.06469149420021501,0.9867482794230656,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,24,98400669,7.563872814178467,0.06801952878049079,0.9984311159448196,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,25,1455834841,8.12508225440979,0.07034530007452519,0.9879420451932124,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,26,1785736058,7.782624959945679,0.09672298718039339,0.9027945123717962,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,27,1170374427,7.937576770782471,0.09650784841839545,0.8398099802757251,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,28,1493653684,7.626373291015625,0.0666214081469652,0.9973753030201239,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,29,1466704085,8.109452724456787,0.06442765675218082,0.9880382043379363,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,30,258864802,7.204493999481201,0.0682418961499131,0.9990765684216162,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,31,1650233440,8.343833684921265,0.06711868735520682,0.9306862305932444,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,32,1950053854,7.7044997215271,0.11294467380498902,0.8288578999935211,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,33,231562851,7.000066757202148,0.06113588006041008,0.9999957248893068,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,34,511233635,7.7044994831085205,0.06070013316907911,0.9897781437742672,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,35,699550030,7.562576770782471,0.05594365466612496,0.9796796272373706,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,36,864944866,8.06387734413147,0.0656544497344532,0.9945145085018691,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,37,2087744588,8.109457969665527,0.09896055744178676,0.8447390171959925,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,38,668178838,7.53262186050415,0.09561456252060475,0.9379055416834831,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,39,1978367492,7.796953916549683,0.06163879304155296,0.9973142576881655,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,40,9155489,7.876375198364258,0.07402723633583387,0.9782402772594704,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,41,1104341091,8.000076293945312,0.12155707216648519,0.7576431122759185,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,42,591449774,8.517007112503052,0.05880523503691278,0.9594130621997633,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,43,511055152,8.328204154968262,0.16520394769855173,0.7256298651077683,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,44,1509200690,7.626373291015625,0.059406505648652096,0.9961541682805038,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,45,236539590,7.953202724456787,0.0781459924723008,0.9953436800518393,24.0,0.0
"(p=1.000, q=0.950, c=0.500)",1.0,0.95,0.5,46,1265300326,7.7201247215271,0.05872145094116377,0.997597868864881,24.0,0.0
